segmento,fecha,estrategia,cluster,n_agentes,mediana_margen_cop_kwh,media_margen_cop_kwh,puesto_del_dia
GRANDE,2025-07-05,Trader no regulado,1,2,2.71,-35.41,1
GRANDE,2025-07-06,Comercializador regulado,3,5,-17.47,-22.49,2
GRANDE,2025-07-06,Trader no regulado,1,2,3.92,-29.14,1
GRANDE,2025-07-07,Comercializador regulado,3,5,-16.26,-19.82,2
GRANDE,2025-07-07,Trader no regulado,1,2,-0.43,-47.68,1
GRANDE,2025-07-08,Comercializador regulado,3,5,-16.67,-19.94,2
GRANDE,2025-07-08,Trader no regulado,1,2,-4.47,-47.33,1
GRANDE,2025-07-09,Comercializador regulado,3,5,-16.27,-19.78,2
GRANDE,2025-07-09,Trader no regulado,1,2,-14.2,-42.02,1
GRANDE,2025-07-10,Comercializador regulado,3,5,-17.02,-20.82,2
GRANDE,2025-07-10,Trader no regulado,1,2,-6.26,-32.79,1
GRANDE,2025-07-11,Comercializador regulado,3,5,-14.66,-18.91,2
GRANDE,2025-07-11,Trader no regulado,1,2,-0.1,-38.39,1
GRANDE,2025-07-12,Comercializador regulado,3,5,-8.81,-12.2,2
GRANDE,2025-07-12,Trader no regulado,1,2,3.69,-32.58,1
GRANDE,2025-07-13,Comercializador regulado,3,5,-14.31,-13.54,2
GRANDE,2025-07-13,Trader no regulado,1,2,4.24,-25.73,1
GRANDE,2025-07-14,Comercializador regulado,3,5,-12.83,-17.28,2
GRANDE,2025-07-14,Trader no regulado,1,2,8.57,-52.14,1
GRANDE,2025-07-15,Comercializador regulado,3,5,-6.3,-12.36,2
GRANDE,2025-07-15,Trader no regulado,1,2,1.08,-70.17,1
GRANDE,2025-07-16,Comercializador regulado,3,5,-6.85,-11.77,2
GRANDE,2025-07-16,Trader no regulado,1,2,-0.4,-76.39,1
GRANDE,2025-07-17,Comercializador regulado,3,5,-12.38,-14.61,2
GRANDE,2025-07-17,Trader no regulado,1,2,-1.02,-65.93,1
GRANDE,2025-07-18,Comercializador regulado,3,5,-14.7,-15.3,2
GRANDE,2025-07-18,Trader no regulado,1,2,-3.52,-60.91,1
GRANDE,2025-07-19,Comercializador regulado,3,5,-12.17,-12.91,2
GRANDE,2025-07-19,Trader no regulado,1,2,4.02,-63.35,1
GRANDE,2025-07-20,Comercializador regulado,3,5,-3.43,-10.17,2
GRANDE,2025-07-20,Trader no regulado,1,2,-0.39,-62.69,1
GRANDE,2025-07-21,Comercializador regulado,3,5,-14.6,-15.74,2
GRANDE,2025-07-21,Trader no regulado,1,2,-0.47,-66.84,1
GRANDE,2025-07-22,Comercializador regulado,3,5,-10.82,-14.62,2
GRANDE,2025-07-22,Trader no regulado,1,2,-8.17,-50.58,1
GRANDE,2025-07-23,Comercializador regulado,3,5,-14.54,-18.41,2
GRANDE,2025-07-23,Trader no regulado,1,2,-7.75,-56.46,1
GRANDE,2025-07-24,Comercializador regulado,3,5,-17.0,-19.63,2
GRANDE,2025-07-24,Trader no regulado,1,2,-9.18,-52.61,1
GRANDE,2025-07-25,Comercializador regulado,3,5,-11.84,-15.79,2
GRANDE,2025-07-25,Trader no regulado,1,2,-8.11,-51.63,1
GRANDE,2025-07-26,Comercializador regulado,3,5,-12.17,-17.21,2
GRANDE,2025-07-26,Trader no regulado,1,2,0.43,-62.75,1
GRANDE,2025-07-27,Comercializador regulado,3,5,-11.34,-14.63,2
GRANDE,2025-07-27,Trader no regulado,1,2,-3.03,-70.11,1
GRANDE,2025-07-28,Comercializador regulado,3,5,-10.59,-15.75,2
GRANDE,2025-07-28,Trader no regulado,1,2,-8.15,-80.39,1
GRANDE,2025-07-29,Comercializador regulado,3,5,-13.04,-16.41,2
GRANDE,2025-07-29,Trader no regulado,1,2,-4.85,-65.99,1
GRANDE,2025-07-30,Comercializador regulado,3,5,-24.39,-24.55,2
GRANDE,2025-07-30,Trader no regulado,1,2,-10.28,-67.42,1
GRANDE,2025-07-31,Comercializador regulado,3,5,-19.5,-22.26,2
GRANDE,2025-07-31,Trader no regulado,1,2,-9.57,-57.86,1
MEDIANO,2025-01-01,Integrado/regional regulado,2,16,-26.65,-141.84,3
MEDIANO,2025-01-01,Trader con sobrecobertura de contratos,4,3,-356.07,-296.27,5
MEDIANO,2025-01-01,Trader no regulado,1,3,-117.74,-228.34,4
MEDIANO,2025-01-01,Comercializador regulado,3,4,-13.77,-12.11,2
MEDIANO,2025-01-01,Trader expuesto a bolsa (sin cobertura),0,1,14.97,14.97,1
MEDIANO,2025-01-02,Integrado/regional regulado,2,16,-96.86,-136.1,3
MEDIANO,2025-01-02,Trader con sobrecobertura de contratos,4,3,-276.33,-272.51,5
MEDIANO,2025-01-02,Trader no regulado,1,3,-82.9,-162.24,2
MEDIANO,2025-01-02,Comercializador regulado,3,4,-67.64,-86.87,1
MEDIANO,2025-01-02,Trader expuesto a bolsa (sin cobertura),0,1,-167.04,-167.04,4
MEDIANO,2025-01-03,Integrado/regional regulado,2,16,-105.22,-137.88,2
MEDIANO,2025-01-03,Trader con sobrecobertura de contratos,4,3,-232.38,-258.41,5
MEDIANO,2025-01-03,Trader no regulado,1,3,-107.61,-228.66,3
MEDIANO,2025-01-03,Comercializador regulado,3,4,-74.79,-80.05,1
MEDIANO,2025-01-03,Trader expuesto a bolsa (sin cobertura),0,1,-195.55,-195.55,4
MEDIANO,2025-01-04,Integrado/regional regulado,2,16,-78.11,-126.55,3
MEDIANO,2025-01-04,Trader con sobrecobertura de contratos,4,3,-179.79,-239.68,5
MEDIANO,2025-01-04,Trader no regulado,1,3,-74.31,-74.61,2
MEDIANO,2025-01-04,Comercializador regulado,3,4,-59.52,-62.61,1
MEDIANO,2025-01-04,Trader expuesto a bolsa (sin cobertura),0,1,-124.24,-124.24,4
MEDIANO,2025-01-05,Integrado/regional regulado,2,17,-23.52,-101.55,3
MEDIANO,2025-01-05,Trader con sobrecobertura de contratos,4,3,-145.18,-225.73,5
MEDIANO,2025-01-05,Trader no regulado,1,3,-47.33,-45.06,4
MEDIANO,2025-01-05,Comercializador regulado,3,3,-8.43,-8.79,2
MEDIANO,2025-01-05,Trader expuesto a bolsa (sin cobertura),0,1,34.4,34.4,1
MEDIANO,2025-01-06,Integrado/regional regulado,2,17,-47.53,-123.71,2
MEDIANO,2025-01-06,Trader con sobrecobertura de contratos,4,3,-154.27,-230.11,5
MEDIANO,2025-01-06,Trader no regulado,1,3,-121.15,-106.86,4
MEDIANO,2025-01-06,Comercializador regulado,3,3,-40.48,-40.3,1
MEDIANO,2025-01-06,Trader expuesto a bolsa (sin cobertura),0,1,-53.64,-53.64,3
MEDIANO,2025-01-07,Integrado/regional regulado,2,16,-53.3,-100.45,2
MEDIANO,2025-01-07,Trader con sobrecobertura de contratos,4,3,-111.62,-215.79,5
MEDIANO,2025-01-07,Trader no regulado,1,3,-83.81,-91.02,4
MEDIANO,2025-01-07,Comercializador regulado,3,4,-47.49,-48.86,1
MEDIANO,2025-01-07,Trader expuesto a bolsa (sin cobertura),0,1,-77.15,-77.15,3
MEDIANO,2025-01-08,Integrado/regional regulado,2,16,-28.56,-74.44,3
MEDIANO,2025-01-08,Trader con sobrecobertura de contratos,4,3,-72.66,-201.86,5
MEDIANO,2025-01-08,Trader no regulado,1,3,-69.19,-53.09,4
MEDIANO,2025-01-08,Comercializador regulado,3,4,-20.33,-20.95,2
MEDIANO,2025-01-08,Trader expuesto a bolsa (sin cobertura),0,1,4.95,4.95,1
MEDIANO,2025-01-09,Integrado/regional regulado,2,16,-23.69,-69.84,3
MEDIANO,2025-01-09,Trader con sobrecobertura de contratos,4,3,-39.3,-190.62,4
MEDIANO,2025-01-09,Trader no regulado,1,3,-51.71,-46.27,5
MEDIANO,2025-01-09,Comercializador regulado,3,4,-16.33,-16.5,2
MEDIANO,2025-01-09,Trader expuesto a bolsa (sin cobertura),0,1,15.27,15.27,1
MEDIANO,2025-01-10,Integrado/regional regulado,2,16,-22.49,-67.1,3
MEDIANO,2025-01-10,Trader con sobrecobertura de contratos,4,3,-32.24,-186.91,4
MEDIANO,2025-01-10,Trader no regulado,1,3,-66.06,-50.3,5
MEDIANO,2025-01-10,Comercializador regulado,3,4,-13.87,-13.28,2
MEDIANO,2025-01-10,Trader expuesto a bolsa (sin cobertura),0,1,17.0,17.0,1
MEDIANO,2025-01-11,Integrado/regional regulado,2,16,-33.87,-83.13,3
MEDIANO,2025-01-11,Trader con sobrecobertura de contratos,4,3,-34.7,-189.52,4
MEDIANO,2025-01-11,Trader no regulado,1,3,-66.64,-56.39,5
MEDIANO,2025-01-11,Comercializador regulado,3,4,-25.88,-25.77,2
MEDIANO,2025-01-11,Trader expuesto a bolsa (sin cobertura),0,1,-9.37,-9.37,1
MEDIANO,2025-01-12,Integrado/regional regulado,2,16,-36.87,-106.16,3
MEDIANO,2025-01-12,Trader con sobrecobertura de contratos,4,3,-48.21,-193.51,4
MEDIANO,2025-01-12,Trader no regulado,1,3,-66.01,-75.21,5
MEDIANO,2025-01-12,Comercializador regulado,3,4,-32.27,-32.51,2
MEDIANO,2025-01-12,Trader expuesto a bolsa (sin cobertura),0,1,-32.17,-32.17,1
MEDIANO,2025-01-13,Integrado/regional regulado,2,17,-65.7,-98.16,2
MEDIANO,2025-01-13,Trader con sobrecobertura de contratos,4,3,-98.73,-212.32,3
MEDIANO,2025-01-13,Trader no regulado,1,3,-140.42,-176.06,4
MEDIANO,2025-01-13,Comercializador regulado,3,4,-55.58,-56.94,1
MEDIANO,2025-01-14,Integrado/regional regulado,2,17,-91.43,-109.48,4
MEDIANO,2025-01-14,Trader con sobrecobertura de contratos,4,3,-72.61,-204.73,2
MEDIANO,2025-01-14,Trader no regulado,1,3,-79.02,-104.75,3
MEDIANO,2025-01-14,Comercializador regulado,3,4,-71.47,-73.95,1
MEDIANO,2025-01-15,Integrado/regional regulado,2,18,-111.27,-150.51,4
MEDIANO,2025-01-15,Trader con sobrecobertura de contratos,4,2,-42.28,-58.9,1
MEDIANO,2025-01-15,Trader no regulado,1,3,-91.87,-117.47,2
MEDIANO,2025-01-15,Comercializador regulado,3,4,-93.43,-101.01,3
MEDIANO,2025-01-16,Integrado/regional regulado,2,18,-124.09,-167.54,3
MEDIANO,2025-01-16,Trader con sobrecobertura de contratos,4,2,-47.25,-61.95,1
MEDIANO,2025-01-16,Trader no regulado,1,3,-186.8,-162.05,4
MEDIANO,2025-01-16,Comercializador regulado,3,4,-105.51,-110.43,2
MEDIANO,2025-01-17,Integrado/regional regulado,2,18,-145.89,-183.57,4
MEDIANO,2025-01-17,Trader con sobrecobertura de contratos,4,2,-50.8,-65.4,1
MEDIANO,2025-01-17,Trader no regulado,1,3,-143.98,-163.18,3
MEDIANO,2025-01-17,Comercializador regulado,3,4,-131.28,-141.49,2
MEDIANO,2025-01-18,Integrado/regional regulado,2,18,-142.06,-175.52,3
MEDIANO,2025-01-18,Trader con sobrecobertura de contratos,4,2,-46.99,-58.96,1
MEDIANO,2025-01-18,Trader no regulado,1,3,-146.37,-168.64,4
MEDIANO,2025-01-18,Comercializador regulado,3,4,-121.88,-128.18,2
MEDIANO,2025-01-19,Integrado/regional regulado,2,17,-134.35,-157.85,4
MEDIANO,2025-01-19,Trader con sobrecobertura de contratos,4,3,-78.6,-208.38,1
MEDIANO,2025-01-19,Trader no regulado,1,3,-83.71,-139.48,2
MEDIANO,2025-01-19,Comercializador regulado,3,4,-115.72,-120.23,3
MEDIANO,2025-01-20,Integrado/regional regulado,2,17,-142.1,-156.88,4
MEDIANO,2025-01-20,Trader con sobrecobertura de contratos,4,3,-76.11,-208.85,1
MEDIANO,2025-01-20,Trader no regulado,1,3,-109.43,-147.79,2
MEDIANO,2025-01-20,Comercializador regulado,3,4,-135.39,-137.6,3
MEDIANO,2025-01-21,Integrado/regional regulado,2,18,-144.66,-180.48,4
MEDIANO,2025-01-21,Trader con sobrecobertura de contratos,4,2,-48.21,-64.66,1
MEDIANO,2025-01-21,Trader no regulado,1,3,-125.57,-161.38,2
MEDIANO,2025-01-21,Comercializador regulado,3,4,-138.03,-141.16,3
MEDIANO,2025-01-22,Integrado/regional regulado,2,17,-157.16,-169.07,4
MEDIANO,2025-01-22,Trader con sobrecobertura de contratos,4,3,-84.0,-211.84,1
MEDIANO,2025-01-22,Trader no regulado,1,3,-134.13,-162.08,2
MEDIANO,2025-01-22,Comercializador regulado,3,4,-147.37,-154.19,3
MEDIANO,2025-01-23,Integrado/regional regulado,2,17,-153.95,-171.44,4
MEDIANO,2025-01-23,Trader con sobrecobertura de contratos,4,3,-92.94,-214.19,1
MEDIANO,2025-01-23,Trader no regulado,1,3,-146.26,-180.24,2
MEDIANO,2025-01-23,Comercializador regulado,3,4,-153.86,-162.49,3
MEDIANO,2025-01-24,Integrado/regional regulado,2,17,-141.07,-159.92,4
MEDIANO,2025-01-24,Trader con sobrecobertura de contratos,4,3,-72.87,-206.98,1
MEDIANO,2025-01-24,Trader no regulado,1,3,-141.05,-158.52,3
MEDIANO,2025-01-24,Comercializador regulado,3,4,-139.52,-145.71,2
MEDIANO,2025-01-25,Integrado/regional regulado,2,17,-136.33,-161.85,3
MEDIANO,2025-01-25,Trader con sobrecobertura de contratos,4,3,-67.02,-204.94,1
MEDIANO,2025-01-25,Trader no regulado,1,3,-141.25,-160.99,4
MEDIANO,2025-01-25,Comercializador regulado,3,4,-121.79,-134.07,2
MEDIANO,2025-01-26,Integrado/regional regulado,2,18,-152.77,-176.05,3
MEDIANO,2025-01-26,Trader con sobrecobertura de contratos,4,3,-104.69,-218.04,1
MEDIANO,2025-01-26,Trader no regulado,1,3,-139.04,-162.63,2
MEDIANO,2025-01-26,Comercializador regulado,3,3,-165.99,-162.85,4
MEDIANO,2025-01-27,Integrado/regional regulado,2,17,-143.78,-170.82,3
MEDIANO,2025-01-27,Trader con sobrecobertura de contratos,4,3,-87.53,-212.16,1
MEDIANO,2025-01-27,Trader no regulado,1,3,-103.25,-148.29,2
MEDIANO,2025-01-27,Comercializador regulado,3,4,-162.85,-166.64,4
MEDIANO,2025-01-28,Integrado/regional regulado,2,17,-151.52,-174.56,3
MEDIANO,2025-01-28,Trader con sobrecobertura de contratos,4,3,-84.36,-211.26,1
MEDIANO,2025-01-28,Trader no regulado,1,3,-134.67,-150.72,2
MEDIANO,2025-01-28,Comercializador regulado,3,4,-155.93,-162.93,4
MEDIANO,2025-01-29,Integrado/regional regulado,2,16,-149.69,-175.87,2
MEDIANO,2025-01-29,Trader con sobrecobertura de contratos,4,3,-78.01,-208.82,1
MEDIANO,2025-01-29,Trader no regulado,1,3,-159.07,-151.86,3
MEDIANO,2025-01-29,Comercializador regulado,3,5,-199.53,-195.42,4
MEDIANO,2025-01-30,Integrado/regional regulado,2,16,-132.15,-158.82,2
MEDIANO,2025-01-30,Trader con sobrecobertura de contratos,4,3,-73.21,-207.03,1
MEDIANO,2025-01-30,Trader no regulado,1,3,-167.97,-152.86,4
MEDIANO,2025-01-30,Comercializador regulado,3,5,-157.57,-172.42,3
MEDIANO,2025-01-31,Integrado/regional regulado,2,16,-118.14,-146.51,2
MEDIANO,2025-01-31,Trader con sobrecobertura de contratos,4,3,-67.1,-204.22,1
MEDIANO,2025-01-31,Trader no regulado,1,3,-127.93,-140.39,3
MEDIANO,2025-01-31,Comercializador regulado,3,5,-129.75,-150.28,4
MEDIANO,2025-02-01,Integrado/regional regulado,2,18,-118.22,-163.59,3
MEDIANO,2025-02-01,Trader con sobrecobertura de contratos,4,2,-46.07,-56.36,1
MEDIANO,2025-02-01,Trader no regulado,1,3,-128.96,-147.3,4
MEDIANO,2025-02-01,Comercializador regulado,3,4,-114.78,-126.01,2
MEDIANO,2025-02-02,Integrado/regional regulado,2,17,-100.5,-142.18,2
MEDIANO,2025-02-02,Trader con sobrecobertura de contratos,4,3,-137.16,-226.93,4
MEDIANO,2025-02-02,Trader no regulado,1,3,-109.86,-109.07,3
MEDIANO,2025-02-02,Comercializador regulado,3,4,-87.61,-92.57,1
MEDIANO,2025-02-03,Integrado/regional regulado,2,17,-129.83,-147.89,4
MEDIANO,2025-02-03,Trader con sobrecobertura de contratos,4,3,-95.44,-213.6,1
MEDIANO,2025-02-03,Trader no regulado,1,3,-101.04,-124.8,2
MEDIANO,2025-02-03,Comercializador regulado,3,4,-115.44,-135.6,3
MEDIANO,2025-02-04,Integrado/regional regulado,2,18,-133.4,-171.68,2
MEDIANO,2025-02-04,Trader con sobrecobertura de contratos,4,2,-45.34,-58.93,1
MEDIANO,2025-02-04,Trader no regulado,1,3,-144.44,-143.04,4
MEDIANO,2025-02-04,Comercializador regulado,3,4,-143.6,-142.84,3
MEDIANO,2025-02-05,Integrado/regional regulado,2,18,-138.92,-177.15,2
MEDIANO,2025-02-05,Trader con sobrecobertura de contratos,4,2,-47.38,-59.78,1
MEDIANO,2025-02-05,Trader no regulado,1,3,-171.47,-159.61,4
MEDIANO,2025-02-05,Comercializador regulado,3,4,-146.82,-156.56,3
MEDIANO,2025-02-06,Integrado/regional regulado,2,18,-148.4,-181.23,2
MEDIANO,2025-02-06,Trader con sobrecobertura de contratos,4,2,-45.5,-71.21,1
MEDIANO,2025-02-06,Trader no regulado,1,3,-160.3,-162.73,4
MEDIANO,2025-02-06,Comercializador regulado,3,4,-156.97,-160.77,3
MEDIANO,2025-02-07,Integrado/regional regulado,2,18,-124.15,-166.51,3
MEDIANO,2025-02-07,Trader con sobrecobertura de contratos,4,2,-46.14,-63.56,1
MEDIANO,2025-02-07,Trader no regulado,1,3,-127.81,-142.99,4
MEDIANO,2025-02-07,Comercializador regulado,3,4,-115.59,-132.12,2
MEDIANO,2025-02-08,Integrado/regional regulado,2,18,-106.91,-147.78,4
MEDIANO,2025-02-08,Trader con sobrecobertura de contratos,4,2,-43.12,-65.72,1
MEDIANO,2025-02-08,Trader no regulado,1,3,-105.76,-110.63,3
MEDIANO,2025-02-08,Comercializador regulado,3,4,-80.9,-86.66,2
MEDIANO,2025-02-09,Integrado/regional regulado,2,17,-121.32,-159.6,2
MEDIANO,2025-02-09,Trader con sobrecobertura de contratos,4,3,-122.55,-222.07,3
MEDIANO,2025-02-09,Trader no regulado,1,3,-129.4,-131.27,4
MEDIANO,2025-02-09,Comercializador regulado,3,4,-100.91,-118.76,1
MEDIANO,2025-02-10,Integrado/regional regulado,2,17,-102.2,-134.18,2
MEDIANO,2025-02-10,Trader con sobrecobertura de contratos,4,3,-93.98,-212.92,1
MEDIANO,2025-02-10,Trader no regulado,1,3,-108.43,-128.92,4
MEDIANO,2025-02-10,Comercializador regulado,3,4,-103.71,-112.88,3
MEDIANO,2025-02-11,Integrado/regional regulado,2,18,-83.24,-128.4,3
MEDIANO,2025-02-11,Trader con sobrecobertura de contratos,4,2,-41.32,-54.72,1
MEDIANO,2025-02-11,Trader no regulado,1,3,-85.95,-98.39,4
MEDIANO,2025-02-11,Comercializador regulado,3,4,-66.29,-68.87,2
MEDIANO,2025-02-12,Integrado/regional regulado,2,18,-120.32,-160.07,4
MEDIANO,2025-02-12,Trader con sobrecobertura de contratos,4,2,-44.55,-71.27,1
MEDIANO,2025-02-12,Trader no regulado,1,3,-102.8,-136.77,2
MEDIANO,2025-02-12,Comercializador regulado,3,4,-103.93,-117.02,3
MEDIANO,2025-02-13,Integrado/regional regulado,2,18,-103.47,-147.52,2
MEDIANO,2025-02-13,Trader con sobrecobertura de contratos,4,2,-43.63,-58.72,1
MEDIANO,2025-02-13,Trader no regulado,1,3,-104.54,-127.5,3
MEDIANO,2025-02-13,Comercializador regulado,3,4,-104.97,-108.81,4
MEDIANO,2025-02-14,Integrado/regional regulado,2,18,-92.76,-133.13,4
MEDIANO,2025-02-14,Trader con sobrecobertura de contratos,4,2,-41.51,-54.85,1
MEDIANO,2025-02-14,Trader no regulado,1,3,-90.4,-110.27,3
MEDIANO,2025-02-14,Comercializador regulado,3,4,-80.24,-81.86,2
MEDIANO,2025-02-15,Integrado/regional regulado,2,18,-85.38,-133.63,4
MEDIANO,2025-02-15,Trader con sobrecobertura de contratos,4,2,-37.51,-74.23,1
MEDIANO,2025-02-15,Trader no regulado,1,3,-85.11,-113.22,3
MEDIANO,2025-02-15,Comercializador regulado,3,4,-69.1,-68.59,2
MEDIANO,2025-02-16,Integrado/regional regulado,2,17,-55.24,-131.57,2
MEDIANO,2025-02-16,Trader con sobrecobertura de contratos,4,3,-132.19,-223.98,4
MEDIANO,2025-02-16,Trader no regulado,1,3,-87.71,-99.47,3
MEDIANO,2025-02-16,Comercializador regulado,3,4,-46.65,-48.3,1
MEDIANO,2025-02-17,Integrado/regional regulado,2,18,-47.89,-118.58,3
MEDIANO,2025-02-17,Trader con sobrecobertura de contratos,4,2,-38.82,-57.35,1
MEDIANO,2025-02-17,Trader no regulado,1,3,-88.21,-86.4,4
MEDIANO,2025-02-17,Comercializador regulado,3,4,-40.19,-40.41,2
MEDIANO,2025-02-18,Integrado/regional regulado,2,18,-45.24,-108.04,3
MEDIANO,2025-02-18,Trader con sobrecobertura de contratos,4,2,-37.56,-49.09,2
MEDIANO,2025-02-18,Trader no regulado,1,3,-84.17,-76.52,4
MEDIANO,2025-02-18,Comercializador regulado,3,4,-31.01,-31.13,1
MEDIANO,2025-02-19,Integrado/regional regulado,2,18,-37.3,-100.02,3
MEDIANO,2025-02-19,Trader con sobrecobertura de contratos,4,2,-37.19,-54.13,2
MEDIANO,2025-02-19,Trader no regulado,1,3,-94.01,-75.14,4
MEDIANO,2025-02-19,Comercializador regulado,3,4,-20.66,-20.46,1
MEDIANO,2025-02-20,Integrado/regional regulado,2,18,-39.56,-102.8,3
MEDIANO,2025-02-20,Trader con sobrecobertura de contratos,4,2,-37.47,-49.27,2
MEDIANO,2025-02-20,Trader no regulado,1,3,-79.1,-77.81,4
MEDIANO,2025-02-20,Comercializador regulado,3,4,-26.41,-26.89,1
MEDIANO,2025-02-21,Integrado/regional regulado,2,18,-39.9,-96.86,3
MEDIANO,2025-02-21,Trader con sobrecobertura de contratos,4,2,-36.51,-48.9,2
MEDIANO,2025-02-21,Trader no regulado,1,3,-74.61,-51.47,4
MEDIANO,2025-02-21,Comercializador regulado,3,4,-14.03,-15.5,1
MEDIANO,2025-02-22,Integrado/regional regulado,2,18,-37.96,-108.07,3
MEDIANO,2025-02-22,Trader con sobrecobertura de contratos,4,2,-36.66,-45.75,2
MEDIANO,2025-02-22,Trader no regulado,1,3,-66.21,-53.36,4
MEDIANO,2025-02-22,Comercializador regulado,3,4,-20.94,-19.78,1
MEDIANO,2025-02-23,Integrado/regional regulado,2,17,-36.51,-113.21,2
MEDIANO,2025-02-23,Trader con sobrecobertura de contratos,4,3,-75.5,-204.0,4
MEDIANO,2025-02-23,Trader no regulado,1,3,-71.86,-52.28,3
MEDIANO,2025-02-23,Comercializador regulado,3,4,-15.67,-15.7,1
MEDIANO,2025-02-24,Integrado/regional regulado,2,18,-48.45,-111.95,3
MEDIANO,2025-02-24,Trader con sobrecobertura de contratos,4,2,-37.51,-59.55,2
MEDIANO,2025-02-24,Trader no regulado,1,3,-72.0,-59.37,4
MEDIANO,2025-02-24,Comercializador regulado,3,4,-30.91,-30.87,1
MEDIANO,2025-02-25,Integrado/regional regulado,2,18,-48.84,-111.63,3
MEDIANO,2025-02-25,Trader con sobrecobertura de contratos,4,2,-38.93,-46.33,1
MEDIANO,2025-02-25,Trader no regulado,1,3,-85.59,-80.6,4
MEDIANO,2025-02-25,Comercializador regulado,3,4,-41.51,-41.35,2
MEDIANO,2025-02-26,Integrado/regional regulado,2,18,-46.77,-104.75,4
MEDIANO,2025-02-26,Trader con sobrecobertura de contratos,4,2,-38.29,-48.8,2
MEDIANO,2025-02-26,Trader no regulado,1,3,-41.15,-55.28,3
MEDIANO,2025-02-26,Comercializador regulado,3,4,-30.54,-31.23,1
MEDIANO,2025-02-27,Integrado/regional regulado,2,18,-39.6,-100.88,3
MEDIANO,2025-02-27,Trader con sobrecobertura de contratos,4,2,-37.31,-49.67,2
MEDIANO,2025-02-27,Trader no regulado,1,3,-79.67,-63.4,4
MEDIANO,2025-02-27,Comercializador regulado,3,4,-24.16,-25.07,1
MEDIANO,2025-02-28,Integrado/regional regulado,2,18,-40.21,-98.95,3
MEDIANO,2025-02-28,Trader con sobrecobertura de contratos,4,2,-37.09,-56.42,2
MEDIANO,2025-02-28,Trader no regulado,1,3,-76.85,-67.04,4
MEDIANO,2025-02-28,Comercializador regulado,3,4,-22.56,-23.2,1
MEDIANO,2025-03-01,Integrado/regional regulado,2,18,-31.01,-101.58,3
MEDIANO,2025-03-01,Trader con sobrecobertura de contratos,4,2,-31.01,-78.72,2
MEDIANO,2025-03-01,Trader no regulado,1,3,-58.11,-40.43,4
MEDIANO,2025-03-01,Comercializador regulado,3,4,0.18,-2.37,1
MEDIANO,2025-03-02,Integrado/regional regulado,2,17,-31.53,-102.36,3
MEDIANO,2025-03-02,Trader con sobrecobertura de contratos,4,3,-177.36,-236.3,4
MEDIANO,2025-03-02,Trader no regulado,1,3,-23.44,-27.9,2
MEDIANO,2025-03-02,Comercializador regulado,3,4,-1.01,-2.33,1
MEDIANO,2025-03-03,Integrado/regional regulado,2,18,-33.71,-100.55,3
MEDIANO,2025-03-03,Trader con sobrecobertura de contratos,4,2,-32.39,-91.0,2
MEDIANO,2025-03-03,Trader no regulado,1,3,-67.54,-54.54,4
MEDIANO,2025-03-03,Comercializador regulado,3,4,-7.92,-11.19,1
MEDIANO,2025-03-04,Integrado/regional regulado,2,18,-56.67,-103.07,3
MEDIANO,2025-03-04,Trader con sobrecobertura de contratos,4,2,-33.08,-54.43,2
MEDIANO,2025-03-04,Trader no regulado,1,3,-68.93,-74.1,4
MEDIANO,2025-03-04,Comercializador regulado,3,4,-26.6,-25.97,1
MEDIANO,2025-03-05,Integrado/regional regulado,2,18,-54.44,-95.94,3
MEDIANO,2025-03-05,Trader con sobrecobertura de contratos,4,2,-32.79,-49.97,2
MEDIANO,2025-03-05,Trader no regulado,1,3,-67.7,-50.44,4
MEDIANO,2025-03-05,Comercializador regulado,3,4,-14.81,-15.54,1
MEDIANO,2025-03-06,Integrado/regional regulado,2,18,-62.26,-99.29,4
MEDIANO,2025-03-06,Trader con sobrecobertura de contratos,4,2,-32.59,-41.64,2
MEDIANO,2025-03-06,Trader no regulado,1,3,-61.61,-54.21,3
MEDIANO,2025-03-06,Comercializador regulado,3,4,-19.17,-19.0,1
MEDIANO,2025-03-07,Integrado/regional regulado,2,18,-49.51,-91.85,3
MEDIANO,2025-03-07,Trader con sobrecobertura de contratos,4,2,-31.79,-52.22,2
MEDIANO,2025-03-07,Trader no regulado,1,3,-78.31,-84.55,4
MEDIANO,2025-03-07,Comercializador regulado,3,4,-8.37,-9.01,1
MEDIANO,2025-03-08,Integrado/regional regulado,2,18,-52.71,-102.28,3
MEDIANO,2025-03-08,Trader con sobrecobertura de contratos,4,2,-31.32,-49.97,2
MEDIANO,2025-03-08,Trader no regulado,1,3,-81.48,-59.52,4
MEDIANO,2025-03-08,Comercializador regulado,3,4,-10.31,-10.92,1
MEDIANO,2025-03-09,Integrado/regional regulado,2,17,-47.44,-102.72,2
MEDIANO,2025-03-09,Trader con sobrecobertura de contratos,4,3,-86.7,-206.22,3
MEDIANO,2025-03-09,Trader no regulado,1,3,-91.1,-63.71,4
MEDIANO,2025-03-09,Comercializador regulado,3,4,-5.75,-7.66,1
MEDIANO,2025-03-10,Integrado/regional regulado,2,17,-37.77,-77.54,2
MEDIANO,2025-03-10,Trader con sobrecobertura de contratos,4,3,-48.77,-193.94,3
MEDIANO,2025-03-10,Trader no regulado,1,3,-106.61,-94.22,4
MEDIANO,2025-03-10,Comercializador regulado,3,4,-19.93,-20.79,1
MEDIANO,2025-03-11,Integrado/regional regulado,2,18,-51.8,-106.88,3
