fecha,estrategia,cluster,n_agentes,mediana_margen_cop_kwh,media_margen_cop_kwh,puesto_del_dia
2026-03-20,Comercializador regulado,2,30,-64.85,-160.94,2
2026-03-20,Integrado/regional regulado,1,9,-55.16,-72.13,1
2026-03-20,Trader expuesto a bolsa (sin cobertura),3,6,-84.77,-84.38,4
2026-03-21,Trader con sobrecobertura de contratos,4,10,-119.93,-195.21,4
2026-03-21,Trader no regulado,0,11,-335.8,-289.4,5
2026-03-21,Comercializador regulado,2,31,-60.26,-168.08,3
2026-03-21,Integrado/regional regulado,1,8,-50.23,-51.2,1
2026-03-21,Trader expuesto a bolsa (sin cobertura),3,5,-59.61,-59.51,2
2026-03-22,Trader con sobrecobertura de contratos,4,11,-165.76,-236.97,4
2026-03-22,Trader no regulado,0,9,-363.04,-302.81,5
2026-03-22,Comercializador regulado,2,32,-51.63,-179.0,3
2026-03-22,Integrado/regional regulado,1,7,-47.54,-51.13,2
2026-03-22,Trader expuesto a bolsa (sin cobertura),3,6,-41.79,-41.84,1
2026-03-23,Trader con sobrecobertura de contratos,4,11,-132.24,-250.82,4
2026-03-23,Trader no regulado,0,9,-208.44,-264.67,5
2026-03-23,Comercializador regulado,2,32,-52.1,-171.0,2
2026-03-23,Integrado/regional regulado,1,7,-50.41,-51.61,1
2026-03-23,Trader expuesto a bolsa (sin cobertura),3,6,-53.94,-53.9,3
2026-03-24,Trader con sobrecobertura de contratos,4,9,-133.84,-187.25,4
2026-03-24,Trader no regulado,0,11,-186.57,-261.15,5
2026-03-24,Comercializador regulado,2,30,-48.3,-154.11,3
2026-03-24,Integrado/regional regulado,1,9,-46.54,-64.25,2
2026-03-24,Trader expuesto a bolsa (sin cobertura),3,6,-36.43,-36.52,1
2026-03-25,Trader con sobrecobertura de contratos,4,9,-108.39,-183.89,4
2026-03-25,Trader no regulado,0,11,-117.21,-253.55,5
2026-03-25,Comercializador regulado,2,30,-51.81,-154.4,2
2026-03-25,Integrado/regional regulado,1,9,-49.29,-65.67,1
2026-03-25,Trader expuesto a bolsa (sin cobertura),3,6,-52.98,-52.95,3
2026-03-26,Trader con sobrecobertura de contratos,4,8,-65.74,-192.01,4
2026-03-26,Trader no regulado,0,11,-121.25,-251.04,5
2026-03-26,Comercializador regulado,2,31,-49.24,-152.07,2
2026-03-26,Integrado/regional regulado,1,9,-48.41,-64.89,1
2026-03-26,Trader expuesto a bolsa (sin cobertura),3,6,-49.47,-49.46,3
2026-03-27,Trader con sobrecobertura de contratos,4,10,-125.98,-227.41,5
2026-03-27,Trader no regulado,0,10,-72.56,-258.16,4
2026-03-27,Comercializador regulado,2,30,-49.94,-150.07,3
2026-03-27,Integrado/regional regulado,1,9,-43.08,-59.47,2
2026-03-27,Trader expuesto a bolsa (sin cobertura),3,6,-16.84,-17.17,1
2026-03-28,Trader con sobrecobertura de contratos,4,10,-105.07,-175.75,4
2026-03-28,Trader no regulado,0,10,-200.99,-268.52,5
2026-03-28,Comercializador regulado,2,30,-48.43,-146.93,3
2026-03-28,Integrado/regional regulado,1,9,-30.24,-47.55,2
2026-03-28,Trader expuesto a bolsa (sin cobertura),3,6,38.54,38.01,1
2026-03-29,Trader con sobrecobertura de contratos,4,12,-130.39,-190.31,4
2026-03-29,Trader no regulado,0,8,-295.33,-310.43,5
2026-03-29,Comercializador regulado,2,31,-48.51,-161.91,3
2026-03-29,Integrado/regional regulado,1,8,-16.83,-22.49,2
2026-03-29,Trader expuesto a bolsa (sin cobertura),3,6,73.08,72.23,1
2026-03-30,Trader con sobrecobertura de contratos,4,9,-138.71,-192.5,5
2026-03-30,Trader no regulado,0,11,-119.32,-236.9,4
2026-03-30,Comercializador regulado,2,30,-49.94,-148.66,3
2026-03-30,Integrado/regional regulado,1,9,-31.85,-48.32,2
2026-03-30,Trader expuesto a bolsa (sin cobertura),3,6,41.13,40.58,1
2026-03-31,Trader con sobrecobertura de contratos,4,9,-135.57,-193.39,5
2026-03-31,Trader no regulado,0,11,-91.06,-239.21,4
2026-03-31,Comercializador regulado,2,30,-53.53,-147.14,3
2026-03-31,Integrado/regional regulado,1,9,-30.66,-47.75,2
2026-03-31,Trader expuesto a bolsa (sin cobertura),3,6,35.37,34.86,1
2026-04-01,Trader con sobrecobertura de contratos,4,10,-140.57,-225.59,5
2026-04-01,Trader no regulado,0,10,-92.61,-226.89,4
2026-04-01,Comercializador regulado,2,30,-50.67,-147.22,3
2026-04-01,Integrado/regional regulado,1,9,-32.81,-52.68,2
2026-04-01,Trader expuesto a bolsa (sin cobertura),3,6,62.99,62.29,1
2026-04-02,Trader con sobrecobertura de contratos,4,12,-183.8,-258.11,4
2026-04-02,Trader no regulado,0,8,-376.04,-310.62,5
2026-04-02,Comercializador regulado,2,32,-60.22,-176.07,3
2026-04-02,Integrado/regional regulado,1,7,-27.32,-32.82,2
2026-04-02,Trader expuesto a bolsa (sin cobertura),3,6,74.59,73.56,1
2026-04-03,Trader con sobrecobertura de contratos,4,13,-271.29,-305.2,4
2026-04-03,Trader no regulado,0,7,-383.56,-311.01,5
2026-04-03,Comercializador regulado,2,32,-83.48,-187.89,3
2026-04-03,Integrado/regional regulado,1,7,-31.18,-34.94,2
2026-04-03,Trader expuesto a bolsa (sin cobertura),3,6,80.71,79.62,1
2026-04-04,Trader con sobrecobertura de contratos,4,11,-229.83,-268.02,4
2026-04-04,Trader no regulado,0,9,-243.81,-284.05,5
2026-04-04,Comercializador regulado,2,31,-70.27,-174.0,3
2026-04-04,Integrado/regional regulado,1,8,-31.92,-31.8,2
2026-04-04,Trader expuesto a bolsa (sin cobertura),3,5,77.09,76.08,1
2026-04-05,Trader con sobrecobertura de contratos,4,11,-207.95,-278.16,4
2026-04-05,Trader no regulado,0,9,-284.59,-269.87,5
2026-04-05,Comercializador regulado,2,31,-73.6,-173.75,3
2026-04-05,Integrado/regional regulado,1,8,-22.81,-26.48,2
2026-04-05,Trader expuesto a bolsa (sin cobertura),3,5,88.3,87.1,1
2026-04-06,Trader con sobrecobertura de contratos,4,10,-163.35,-236.73,5
2026-04-06,Trader no regulado,0,10,-70.5,-230.39,4
2026-04-06,Comercializador regulado,2,30,-50.88,-151.77,3
2026-04-06,Integrado/regional regulado,1,9,-36.36,-55.66,2
2026-04-06,Trader expuesto a bolsa (sin cobertura),3,5,27.35,26.79,1
2026-04-07,Trader con sobrecobertura de contratos,4,9,-138.88,-202.36,4
2026-04-07,Trader no regulado,0,11,-186.05,-255.45,5
2026-04-07,Comercializador regulado,2,30,-65.55,-155.49,3
2026-04-07,Integrado/regional regulado,1,9,-42.47,-59.88,2
2026-04-07,Trader expuesto a bolsa (sin cobertura),3,5,-1.95,-2.26,1
2026-04-08,Trader con sobrecobertura de contratos,4,9,-107.86,-182.18,4
2026-04-08,Trader no regulado,0,11,-202.0,-257.92,5
2026-04-08,Comercializador regulado,2,30,-67.58,-155.63,3
2026-04-08,Integrado/regional regulado,1,9,-45.96,-63.03,2
2026-04-08,Trader expuesto a bolsa (sin cobertura),3,5,-15.18,-15.49,1
2026-04-09,Trader con sobrecobertura de contratos,4,9,-84.89,-184.58,4
2026-04-09,Trader no regulado,0,11,-222.75,-258.41,5
2026-04-09,Comercializador regulado,2,30,-64.01,-156.86,3
2026-04-09,Integrado/regional regulado,1,9,-48.02,-64.8,2
2026-04-09,Trader expuesto a bolsa (sin cobertura),3,6,-28.89,-29.09,1
2026-04-10,Trader con sobrecobertura de contratos,4,8,-64.49,-197.02,3
2026-04-10,Trader no regulado,0,11,-241.25,-264.05,5
2026-04-10,Comercializador regulado,2,31,-81.99,-156.6,4
2026-04-10,Integrado/regional regulado,1,9,-51.54,-68.52,2
2026-04-10,Trader expuesto a bolsa (sin cobertura),3,6,-47.7,-47.75,1
2026-04-11,Trader con sobrecobertura de contratos,4,9,-120.91,-220.86,5
2026-04-11,Trader no regulado,0,10,-88.77,-231.47,4
2026-04-11,Comercializador regulado,2,31,-63.56,-157.0,3
2026-04-11,Integrado/regional regulado,1,9,-47.26,-65.78,2
2026-04-11,Trader expuesto a bolsa (sin cobertura),3,6,-23.13,-23.34,1
2026-04-12,Trader con sobrecobertura de contratos,4,11,-210.86,-238.11,4
2026-04-12,Trader no regulado,0,9,-306.02,-297.67,5
2026-04-12,Comercializador regulado,2,31,-70.14,-178.76,3
2026-04-12,Integrado/regional regulado,1,8,-46.65,-47.38,2
2026-04-12,Trader expuesto a bolsa (sin cobertura),3,6,-18.15,-18.43,1
2026-04-13,Trader con sobrecobertura de contratos,4,9,-122.38,-191.28,3
2026-04-13,Trader no regulado,0,11,-255.72,-274.4,5
2026-04-13,Comercializador regulado,2,30,-90.11,-173.2,2
2026-04-13,Integrado/regional regulado,1,9,-66.13,-82.52,1
2026-04-13,Trader expuesto a bolsa (sin cobertura),3,6,-124.87,-124.35,4
2026-04-14,Trader con sobrecobertura de contratos,4,9,-178.78,-208.23,4
2026-04-14,Trader no regulado,0,11,-266.03,-269.24,5
2026-04-14,Comercializador regulado,2,30,-98.53,-176.59,2
2026-04-14,Integrado/regional regulado,1,9,-69.84,-86.05,1
2026-04-14,Trader expuesto a bolsa (sin cobertura),3,6,-156.77,-156.0,3
2026-04-15,Trader con sobrecobertura de contratos,4,9,-140.02,-195.88,4
2026-04-15,Trader no regulado,0,11,-254.24,-263.33,5
2026-04-15,Comercializador regulado,2,30,-82.87,-169.18,2
2026-04-15,Integrado/regional regulado,1,9,-64.98,-81.62,1
2026-04-15,Trader expuesto a bolsa (sin cobertura),3,5,-127.0,-126.38,3
2026-04-16,Trader con sobrecobertura de contratos,4,8,-63.9,-194.49,1
2026-04-16,Trader no regulado,0,12,-135.31,-260.78,4
2026-04-16,Comercializador regulado,2,30,-92.92,-177.26,3
2026-04-16,Integrado/regional regulado,1,9,-66.38,-83.28,2
2026-04-16,Trader expuesto a bolsa (sin cobertura),3,5,-153.66,-152.6,5
2026-04-17,Trader con sobrecobertura de contratos,4,10,-130.74,-236.42,4
2026-04-17,Trader no regulado,0,10,-95.56,-253.37,3
2026-04-17,Comercializador regulado,2,30,-91.0,-173.39,2
2026-04-17,Integrado/regional regulado,1,9,-65.08,-80.8,1
2026-04-17,Trader expuesto a bolsa (sin cobertura),3,5,-133.0,-131.96,5
2026-04-18,Trader con sobrecobertura de contratos,4,10,-123.69,-236.78,5
2026-04-18,Trader no regulado,0,10,-80.49,-247.58,4
2026-04-18,Comercializador regulado,2,32,-68.73,-170.74,3
2026-04-18,Integrado/regional regulado,1,7,-54.19,-54.07,1
2026-04-18,Trader expuesto a bolsa (sin cobertura),3,5,-61.15,-61.07,2
2026-04-19,Trader con sobrecobertura de contratos,4,12,-135.73,-263.51,4
2026-04-19,Trader no regulado,0,8,-330.19,-301.23,5
2026-04-19,Comercializador regulado,2,32,-51.38,-172.07,3
2026-04-19,Integrado/regional regulado,1,7,-37.22,-41.84,2
2026-04-19,Trader expuesto a bolsa (sin cobertura),3,5,29.93,29.29,1
2026-04-20,Trader con sobrecobertura de contratos,4,9,-136.41,-205.11,4
2026-04-20,Trader no regulado,0,11,-243.92,-271.15,5
2026-04-20,Comercializador regulado,2,30,-52.3,-157.91,3
2026-04-20,Integrado/regional regulado,1,9,-47.21,-65.94,2
2026-04-20,Trader expuesto a bolsa (sin cobertura),3,5,-15.95,-16.26,1
2026-04-21,Trader con sobrecobertura de contratos,4,10,-135.95,-231.75,5
2026-04-21,Trader no regulado,0,10,-99.75,-241.58,4
2026-04-21,Comercializador regulado,2,30,-56.39,-157.14,3
2026-04-21,Integrado/regional regulado,1,9,-49.42,-65.96,2
2026-04-21,Trader expuesto a bolsa (sin cobertura),3,6,-35.91,-36.02,1
2026-04-22,Trader con sobrecobertura de contratos,4,10,-116.35,-222.03,5
2026-04-22,Trader no regulado,0,10,-102.26,-242.03,4
2026-04-22,Comercializador regulado,2,30,-63.38,-162.55,3
2026-04-22,Integrado/regional regulado,1,9,-46.53,-62.72,2
2026-04-22,Trader expuesto a bolsa (sin cobertura),3,6,-15.63,-15.88,1
2026-04-23,Trader con sobrecobertura de contratos,4,10,-106.14,-223.92,5
2026-04-23,Trader no regulado,0,10,-72.49,-236.25,4
2026-04-23,Comercializador regulado,2,30,-63.92,-155.1,3
2026-04-23,Integrado/regional regulado,1,9,-45.86,-62.4,2
2026-04-23,Trader expuesto a bolsa (sin cobertura),3,6,-10.0,-10.36,1
2026-04-24,Trader con sobrecobertura de contratos,4,10,-124.2,-223.73,5
2026-04-24,Trader no regulado,0,10,-79.99,-243.23,4
2026-04-24,Comercializador regulado,2,30,-54.41,-156.44,3
2026-04-24,Integrado/regional regulado,1,9,-49.02,-67.2,2
2026-04-24,Trader expuesto a bolsa (sin cobertura),3,6,-31.79,-32.0,1
2026-04-25,Trader con sobrecobertura de contratos,4,10,-107.31,-227.36,4
2026-04-25,Trader no regulado,0,10,-188.88,-254.43,5
2026-04-25,Comercializador regulado,2,31,-64.33,-169.62,3
2026-04-25,Integrado/regional regulado,1,8,-44.17,-44.89,2
2026-04-25,Trader expuesto a bolsa (sin cobertura),3,6,-1.32,-1.58,1
2026-04-26,Trader con sobrecobertura de contratos,4,12,-152.62,-243.11,4
2026-04-26,Trader no regulado,0,8,-423.19,-314.84,5
2026-04-26,Comercializador regulado,2,32,-72.31,-192.39,3
2026-04-26,Integrado/regional regulado,1,7,-42.65,-44.45,2
2026-04-26,Trader expuesto a bolsa (sin cobertura),3,6,5.71,5.37,1
2026-04-27,Trader con sobrecobertura de contratos,4,9,-154.41,-218.38,4
2026-04-27,Trader no regulado,0,11,-285.87,-273.13,5
2026-04-27,Comercializador regulado,2,30,-60.69,-164.5,3
2026-04-27,Integrado/regional regulado,1,9,-47.14,-65.32,2
2026-04-27,Trader expuesto a bolsa (sin cobertura),3,6,-19.19,-19.43,1
2026-04-28,Trader con sobrecobertura de contratos,4,10,-119.87,-234.0,5
2026-04-28,Trader no regulado,0,10,-73.4,-221.88,4
2026-04-28,Comercializador regulado,2,30,-56.09,-157.54,3
2026-04-28,Integrado/regional regulado,1,9,-41.84,-59.32,2
2026-04-28,Trader expuesto a bolsa (sin cobertura),3,6,2.61,2.32,1
2026-04-29,Trader con sobrecobertura de contratos,4,9,-127.2,-199.22,4
2026-04-29,Trader no regulado,0,11,-170.41,-249.41,5
2026-04-29,Comercializador regulado,2,30,-51.22,-146.93,3
2026-04-29,Integrado/regional regulado,1,9,-39.6,-55.15,2
2026-04-29,Trader expuesto a bolsa (sin cobertura),3,6,22.3,21.89,1
2026-04-30,Trader con sobrecobertura de contratos,4,10,-132.99,-226.15,5
2026-04-30,Trader no regulado,0,10,-56.78,-222.78,4
2026-04-30,Comercializador regulado,2,30,-49.58,-142.0,3
2026-04-30,Integrado/regional regulado,1,9,-32.4,-49.76,2
2026-04-30,Trader expuesto a bolsa (sin cobertura),3,6,37.32,36.68,1
2026-05-01,Trader con sobrecobertura de contratos,4,12,-145.99,-286.59,4
2026-05-01,Trader no regulado,0,9,-241.51,-249.4,5
2026-05-01,Comercializador regulado,2,31,-54.84,-164.3,3
2026-05-01,Integrado/regional regulado,1,8,-38.29,-39.51,2
2026-05-01,Trader expuesto a bolsa (sin cobertura),3,5,48.77,47.79,1
2026-05-02,Trader con sobrecobertura de contratos,4,13,-179.1,-276.42,4
2026-05-02,Trader no regulado,0,8,-202.35,-274.55,5
2026-05-02,Comercializador regulado,2,31,-66.36,-165.05,3
2026-05-02,Integrado/regional regulado,1,8,-42.96,-45.63,2
2026-05-02,Trader expuesto a bolsa (sin cobertura),3,5,54.98,54.13,1
2026-05-03,Trader con sobrecobertura de contratos,4,13,-288.17,-308.0,5
2026-05-03,Trader no regulado,0,8,-256.94,-294.86,4
2026-05-03,Comercializador regulado,2,31,-85.91,-186.83,3
2026-05-03,Integrado/regional regulado,1,8,-52.48,-50.75,2
2026-05-03,Trader expuesto a bolsa (sin cobertura),3,5,38.69,37.93,1
2026-05-04,Trader con sobrecobertura de contratos,4,11,-174.93,-254.45,5
2026-05-04,Trader no regulado,0,10,-161.52,-253.74,4
2026-05-04,Comercializador regulado,2,30,-67.95,-168.73,3
2026-05-04,Integrado/regional regulado,1,9,-53.65,-72.0,2
2026-05-04,Trader expuesto a bolsa (sin cobertura),3,5,-31.3,-31.52,1
2026-05-05,Trader con sobrecobertura de contratos,4,12,-135.87,-264.24,5
2026-05-05,Trader no regulado,0,9,-95.99,-232.37,4
2026-05-05,Comercializador regulado,2,30,-67.6,-168.91,2
2026-05-05,Integrado/regional regulado,1,9,-59.26,-75.99,1
2026-05-05,Trader expuesto a bolsa (sin cobertura),3,5,-72.05,-71.91,3
2026-05-06,Trader con sobrecobertura de contratos,4,11,-145.4,-244.57,5
2026-05-06,Trader no regulado,0,10,-95.93,-242.18,4
2026-05-06,Comercializador regulado,2,30,-64.1,-167.49,3
2026-05-06,Integrado/regional regulado,1,9,-56.66,-73.93,1
2026-05-06,Trader expuesto a bolsa (sin cobertura),3,5,-58.97,-58.95,2
2026-05-07,Trader con sobrecobertura de contratos,4,12,-158.98,-268.07,5
2026-05-07,Trader no regulado,0,9,-118.06,-189.33,4
2026-05-07,Comercializador regulado,2,31,-68.5,-163.79,3
2026-05-07,Integrado/regional regulado,1,9,-55.77,-72.66,2
2026-05-07,Trader expuesto a bolsa (sin cobertura),3,4,-52.41,-52.46,1
2026-05-08,Trader con sobrecobertura de contratos,4,11,-186.16,-251.37,5
2026-05-08,Trader no regulado,0,10,-87.33,-243.0,4
2026-05-08,Comercializador regulado,2,31,-67.51,-164.97,2
2026-05-08,Integrado/regional regulado,1,9,-60.5,-76.77,1
2026-05-08,Trader expuesto a bolsa (sin cobertura),3,4,-77.99,-77.64,3
2026-05-09,Trader con sobrecobertura de contratos,4,11,-209.33,-258.79,5
2026-05-09,Trader no regulado,0,10,-86.0,-234.28,4
2026-05-09,Comercializador regulado,2,31,-49.91,-153.23,3
2026-05-09,Integrado/regional regulado,1,9,-41.21,-59.89,2
2026-05-09,Trader expuesto a bolsa (sin cobertura),3,4,32.67,31.87,1
2026-05-10,Trader con sobrecobertura de contratos,4,13,-278.48,-289.8,5
2026-05-10,Trader no regulado,0,8,-251.51,-292.93,4
2026-05-10,Comercializador regulado,2,32,-70.1,-182.59,3
2026-05-10,Integrado/regional regulado,1,8,-45.93,-48.22,2
2026-05-10,Trader expuesto a bolsa (sin cobertura),3,4,12.08,11.46,1
2026-05-11,Trader con sobrecobertura de contratos,4,12,-171.78,-251.26,4
2026-05-11,Trader no regulado,0,9,-216.18,-269.22,5
2026-05-11,Comercializador regulado,2,31,-81.86,-173.91,2
2026-05-11,Integrado/regional regulado,1,9,-69.93,-84.5,1
2026-05-11,Trader expuesto a bolsa (sin cobertura),3,4,-127.35,-126.58,3
2026-05-12,Trader con sobrecobertura de contratos,4,11,-165.65,-252.35,3
2026-05-12,Trader no regulado,0,10,-214.4,-287.3,4
2026-05-12,Comercializador regulado,2,31,-120.82,-204.48,2
2026-05-12,Integrado/regional regulado,1,9,-105.21,-121.9,1
2026-05-12,Trader expuesto a bolsa (sin cobertura),3,4,-344.65,-341.47,5
2026-05-13,Trader con sobrecobertura de contratos,4,11,-162.09,-260.59,3
2026-05-13,Trader no regulado,0,10,-223.1,-305.66,4
2026-05-13,Comercializador regulado,2,31,-149.92,-233.9,2
2026-05-13,Integrado/regional regulado,1,9,-130.49,-143.25,1
2026-05-13,Trader expuesto a bolsa (sin cobertura),3,4,-484.92,-480.46,5
2026-05-14,Trader con sobrecobertura de contratos,4,12,-133.92,-247.11,1
2026-05-14,Trader no regulado,0,9,-380.82,-339.15,4
2026-05-14,Comercializador regulado,2,31,-154.02,-235.77,3
2026-05-14,Integrado/regional regulado,1,9,-151.71,-163.84,2
2026-05-14,Trader expuesto a bolsa (sin cobertura),3,4,-500,-500.0,5
2026-05-15,Trader con sobrecobertura de contratos,4,12,-118.02,-243.87,1
2026-05-15,Trader no regulado,0,9,-367.2,-333.3,4
2026-05-15,Comercializador regulado,2,31,-142.04,-230.37,2
2026-05-15,Integrado/regional regulado,1,9,-149.51,-159.58,3
2026-05-15,Trader expuesto a bolsa (sin cobertura),3,4,-500,-499.85,5
2026-05-16,Trader con sobrecobertura de contratos,4,12,-151.49,-241.49,3
2026-05-16,Trader no regulado,0,9,-335.35,-312.17,4
2026-05-16,Comercializador regulado,2,31,-131.53,-211.99,2
2026-05-16,Integrado/regional regulado,1,9,-127.2,-130.59,1
2026-05-16,Trader expuesto a bolsa (sin cobertura),3,4,-411.91,-407.99,5
2026-05-17,Trader con sobrecobertura de contratos,4,14,-211.73,-286.95,3
2026-05-17,Trader no regulado,0,7,-448.0,-384.48,5
2026-05-17,Comercializador regulado,2,32,-174.71,-230.79,2
2026-05-17,Integrado/regional regulado,1,8,-89.46,-104.53,1
2026-05-17,Trader expuesto a bolsa (sin cobertura),3,4,-426.43,-422.03,4
2026-05-18,Trader con sobrecobertura de contratos,4,13,-191.26,-269.77,3
2026-05-18,Trader no regulado,0,8,-403.85,-356.6,4
2026-05-18,Comercializador regulado,2,32,-152.83,-229.6,2
2026-05-18,Integrado/regional regulado,1,8,-97.36,-115.31,1
2026-05-18,Trader expuesto a bolsa (sin cobertura),3,4,-485.32,-479.39,5
2026-05-19,Trader con sobrecobertura de contratos,4,13,-171.9,-268.14,3
2026-05-19,Trader no regulado,0,8,-192.94,-307.99,4
2026-05-19,Comercializador regulado,2,31,-164.46,-238.35,2
2026-05-19,Integrado/regional regulado,1,9,-147.52,-150.98,1
2026-05-19,Trader expuesto a bolsa (sin cobertura),3,4,-500,-500.0,5
2026-05-20,Trader con sobrecobertura de contratos,4,11,-202.66,-283.86,4
2026-05-20,Trader no regulado,0,9,-198.0,-295.08,3
2026-05-20,Comercializador regulado,2,32,-170.44,-239.31,2
2026-05-20,Integrado/regional regulado,1,9,-161.69,-156.73,1
2026-05-20,Trader expuesto a bolsa (sin cobertura),3,4,-500,-500.0,5
2026-05-21,Trader con sobrecobertura de contratos,4,11,-119.72,-240.46,2
2026-05-21,Trader no regulado,0,10,-168.27,-302.48,4
2026-05-21,Comercializador regulado,2,31,-135.39,-215.83,3
2026-05-21,Integrado/regional regulado,1,9,-117.18,-134.15,1
2026-05-21,Trader expuesto a bolsa (sin cobertura),3,4,-453.26,-448.1,5
2026-05-22,Trader con sobrecobertura de contratos,4,10,-122.13,-254.05,3
2026-05-22,Trader no regulado,0,11,-177.41,-278.17,4
2026-05-22,Comercializador regulado,2,31,-110.83,-197.0,2
2026-05-22,Integrado/regional regulado,1,9,-103.28,-113.52,1
2026-05-22,Trader expuesto a bolsa (sin cobertura),3,4,-313.94,-309.79,5
2026-05-23,Trader con sobrecobertura de contratos,4,11,-142.84,-246.45,2
2026-05-23,Trader no regulado,0,10,-203.82,-296.79,4
2026-05-23,Comercializador regulado,2,31,-146.25,-219.2,3
2026-05-23,Integrado/regional regulado,1,9,-114.12,-123.7,1
2026-05-23,Trader expuesto a bolsa (sin cobertura),3,4,-442.49,-438.2,5
2026-05-24,Trader con sobrecobertura de contratos,4,14,-176.8,-240.01,3
2026-05-24,Trader no regulado,0,7,-400.42,-358.86,5
2026-05-24,Comercializador regulado,2,32,-140.14,-224.21,2
2026-05-24,Integrado/regional regulado,1,8,-91.82,-91.25,1
2026-05-24,Trader expuesto a bolsa (sin cobertura),3,4,-345.52,-342.06,4
2026-05-25,Trader con sobrecobertura de contratos,4,11,-107.03,-240.79,1
2026-05-25,Trader no regulado,0,10,-389.37,-344.16,5
2026-05-25,Comercializador regulado,2,32,-134.45,-205.46,3
2026-05-25,Integrado/regional regulado,1,9,-110.79,-120.59,2
2026-05-25,Trader expuesto a bolsa (sin cobertura),3,3,-374.55,-369.92,4
2026-05-26,Trader con sobrecobertura de contratos,4,10,-156.67,-262.6,3
2026-05-26,Trader no regulado,0,11,-288.92,-297.18,4
2026-05-26,Comercializador regulado,2,32,-116.98,-201.16,2
2026-05-26,Integrado/regional regulado,1,9,-110.2,-117.17,1
2026-05-26,Trader expuesto a bolsa (sin cobertura),3,3,-366.96,-362.4,5
2026-05-27,Trader con sobrecobertura de contratos,4,10,-84.79,-253.07,1
2026-05-27,Trader no regulado,0,10,-121.32,-264.76,4
2026-05-27,Comercializador regulado,2,32,-107.97,-193.14,3
2026-05-27,Integrado/regional regulado,1,9,-98.42,-108.62,2
2026-05-27,Trader expuesto a bolsa (sin cobertura),3,4,-294.92,-292.43,5
2026-05-28,Trader con sobrecobertura de contratos,4,9,-149.7,-267.14,3
2026-05-28,Trader no regulado,0,11,-161.24,-260.44,4
2026-05-28,Comercializador regulado,2,32,-92.42,-176.73,2
2026-05-28,Integrado/regional regulado,1,9,-81.53,-93.21,1
2026-05-28,Trader expuesto a bolsa (sin cobertura),3,4,-178.87,-177.27,5
2026-05-29,Trader con sobrecobertura de contratos,4,9,-123.37,-268.52,4
2026-05-29,Trader no regulado,0,12,-95.95,-231.83,3
2026-05-29,Comercializador regulado,2,31,-82.16,-173.47,2
2026-05-29,Integrado/regional regulado,1,9,-68.88,-83.42,1
2026-05-29,Trader expuesto a bolsa (sin cobertura),3,4,-127.27,-126.14,5
2026-05-30,Trader con sobrecobertura de contratos,4,11,-153.35,-241.23,5
2026-05-30,Trader no regulado,0,10,-104.42,-266.13,4
2026-05-30,Comercializador regulado,2,31,-77.1,-176.74,2
2026-05-30,Integrado/regional regulado,1,9,-61.41,-77.78,1
2026-05-30,Trader expuesto a bolsa (sin cobertura),3,4,-85.48,-85.15,3
2026-05-31,Trader con sobrecobertura de contratos,4,13,-284.58,-284.11,4
2026-05-31,Trader no regulado,0,9,-500,-351.48,5
2026-05-31,Comercializador regulado,2,32,-86.12,-198.04,3
2026-05-31,Integrado/regional regulado,1,8,-59.35,-60.64,1
2026-05-31,Trader expuesto a bolsa (sin cobertura),3,3,-71.56,-71.32,2
2026-06-01,Trader con sobrecobertura de contratos,4,9,-190.85,-248.58,3
2026-06-01,Trader no regulado,0,11,-368.18,-309.21,5
2026-06-01,Comercializador regulado,2,32,-109.69,-191.52,2
2026-06-01,Integrado/regional regulado,1,9,-90.44,-106.24,1
2026-06-01,Trader expuesto a bolsa (sin cobertura),3,4,-273.71,-271.32,4
2026-06-02,Trader con sobrecobertura de contratos,4,9,-177.44,-237.35,3
2026-06-02,Trader no regulado,0,12,-370.15,-331.56,5
2026-06-02,Comercializador regulado,2,32,-109.47,-188.43,2
2026-06-02,Integrado/regional regulado,1,9,-96.41,-109.23,1
2026-06-02,Trader expuesto a bolsa (sin cobertura),3,3,-285.53,-282.14,4
2026-06-03,Trader con sobrecobertura de contratos,4,9,-138.95,-229.41,3
2026-06-03,Trader no regulado,0,12,-331.3,-323.4,5
2026-06-03,Comercializador regulado,2,32,-113.64,-190.16,2
2026-06-03,Integrado/regional regulado,1,9,-92.85,-104.6,1
2026-06-03,Trader expuesto a bolsa (sin cobertura),3,3,-311.49,-307.92,4
2026-06-04,Trader con sobrecobertura de contratos,4,10,-112.28,-250.09,3
2026-06-04,Trader no regulado,0,11,-342.03,-307.9,5
2026-06-04,Comercializador regulado,2,32,-104.72,-184.36,2
2026-06-04,Integrado/regional regulado,1,9,-83.15,-97.49,1
2026-06-04,Trader expuesto a bolsa (sin cobertura),3,3,-268.34,-264.63,4
2026-06-05,Trader con sobrecobertura de contratos,4,10,-94.04,-249.76,2
2026-06-05,Trader no regulado,0,11,-500,-324.48,5
2026-06-05,Comercializador regulado,2,32,-124.88,-196.68,3
2026-06-05,Integrado/regional regulado,1,9,-87.74,-115.37,1
2026-06-05,Trader expuesto a bolsa (sin cobertura),3,3,-393.26,-386.03,4
2026-06-06,Trader con sobrecobertura de contratos,4,10,-116.77,-251.08,3
2026-06-06,Trader no regulado,0,11,-500,-323.86,5
2026-06-06,Comercializador regulado,2,32,-110.82,-199.5,2
